ID,Name,Age,OVA,Nationality,Club,BP,Team & Contract,Height,Weight,foot,Joined,Contract,Attacking,Heading Accuracy,Short Passing,Skill,Movement,Acceleration,Shot Power,Jumping,Stamina,Strength
218936,Rafa Soares,25,73,Portugal,SD Eibar,LWB,"SD Eibar Jun 30, 2021 On Loan","5'10""",157lbs,Left,"Jul 6, 2018","Jun 30, 2021 On Loan",317,59,71,350,364,75,79,64,72,60
219181,Pedro Tiba,31,72,Portugal,Lech Poznań,CM,Lech Poznań 2018 ~ 2022,"5'9""",152lbs,Right,"Jul 2, 2018",2018 ~ 2022,307,52,73,349,346,64,78,73,82,73
219258,Pedro Henrique,27,77,Brazil,Vitória Guimarães,CB,Vitória Guimarães 2015 ~ 2022,"6'3""",194lbs,Left,"Jul 16, 2015",2015 ~ 2022,227,75,65,221,245,34,68,34,77,91
219496,Simy,28,71,Nigeria,Crotone,ST,Crotone 2016 ~ 2022,"6'6""",185lbs,Right,"Jul 21, 2016",2016 ~ 2022,321,81,56,231,295,53,74,32,63,90
219641,Cristian López,31,69,Spain,UD Las Palmas,ST,UD Las Palmas 2020 ~ 2025,"6'1""",176lbs,Right,"Feb 29, 2020",2020 ~ 2025,295,74,58,254,336,75,68,79,81,78
219652,Rober Ibáñez,27,72,Spain,CD Leganés,RM,"CD Leganés Jun 30, 2021 On Loan","5'10""",157lbs,Right,"Aug 12, 2019","Jun 30, 2021 On Loan",322,52,73,356,382,75,68,56,54,50
219686,Carlos Júnior,24,71,Brazil,Santa Clara,LW,Santa Clara 2019 ~ 2021,"5'8""",146lbs,Right,"Jul 1, 2019",2019 ~ 2021,331,68,67,299,375,75,73,74,68,42
219693,Diego Carlos,27,83,Brazil,Sevilla FC,CB,Sevilla FC 2019 ~ 2024,"6'1""",190lbs,Right,"Jul 1, 2019",2019 ~ 2024,256,79,76,328,359,78,73,82,74,86
219728,Edgar Méndez,30,73,Spain,Deportivo Alavés,RM,Deportivo Alavés 2020 ~ 2022,"6'2""",172lbs,Right,"Jan 31, 2020",2020 ~ 2022,356,69,73,328,335,78,75,70,73,81
219754,Bruno Varela,25,73,Portugal,Vitória Guimarães,GK,Vitória Guimarães 2020 ~ 2024,"6'3""",192lbs,Right,"Aug 20, 2020",2020 ~ 2024,95,16,31,102,249,37,47,51,44,73
219836,Rubén Yáñez,26,68,Spain,Getafe CF,GK,Getafe CF 2017 ~ 2021,"6'3""",187lbs,Right,"Aug 16, 2017",2017 ~ 2021,94,20,27,87,232,44,47,59,38,68
219848,David Costas,25,71,Spain,RC Celta,CB,RC Celta 2013 ~ 2022,"6'0""",174lbs,Right,"Jul 1, 2013",2013 ~ 2022,288,77,73,289,322,65,46,74,61,66
219979,Janio Bikel,25,66,Portugal,Vancouver Whitecaps FC,CDM,Vancouver Whitecaps FC 2020 ~ 2022,"5'9""",139lbs,Right,"Feb 28, 2020",2020 ~ 2022,239,52,68,264,374,77,56,62,83,62
220087,Fabrício Baiano,28,71,Brazil,Çaykur Rizespor,CB,Çaykur Rizespor 2020 ~ 2023,"5'10""",159lbs,Right,"Aug 25, 2020",2020 ~ 2023,264,53,69,274,346,69,79,90,81,82
220171,Wanderson,32,69,Bulgaria,Bulgaria,CF,Bulgaria Free,"5'6""",134lbs,Right,"Jul 1, 2014",Free,301,42,67,329,375,78,71,42,67,51
220184,Jorginho,21,68,Guinea Bissau,AS Saint-Étienne,RM,"GD Chaves Jun 30, 2018 On Loan","5'7""",150lbs,Right,"Jul 1, 2017","GD Chaves Jun 30, 2018 On Loan",289,33,64,284,376,79,74,68,74,53
220191,Marcelo Djaló,26,65,Guinea Bissau,CD Lugo,CB,CD Lugo 2019 ~ 2022,"6'4""",201lbs,Right,"Aug 27, 2019",2019 ~ 2022,189,64,43,206,260,49,65,75,56,90
220414,Diego Rico,27,77,Spain,Bournemouth,LB,Bournemouth 2018 ~ 2022,"6'0""",168lbs,Left,"Jul 24, 2018",2018 ~ 2022,316,71,72,346,354,71,77,74,78,75
220637,Moi Delgado,26,67,Spain,CF Fuenlabrada,LWB,"CF Fuenlabrada Jun 30, 2021 On Loan","5'8""",146lbs,Left,"Jan 30, 2018","Jun 30, 2021 On Loan",231,51,58,282,378,81,59,73,75,57
220651,Angeliño,23,80,Spain,RB Leipzig,CM,"RB Leipzig Jun 30, 2021 On Loan","5'9""",152lbs,Left,"Jul 3, 2019","Jun 30, 2021 On Loan",345,59,79,400,388,86,80,73,87,62
220685,Léo Bonatini,26,71,Brazil,Wolverhampton Wanderers,ST,Wolverhampton Wanderers 2018 ~ 2022,"6'0""",170lbs,Right,"Jul 1, 2018",2018 ~ 2022,340,66,71,338,340,68,76,70,69,75
220693,João Afonso,25,66,Brazil,Gil Vicente FC,CB,Gil Vicente FC 2019 ~ 2025,"5'11""",179lbs,Right,"Jul 1, 2019",2019 ~ 2025,248,60,64,270,316,63,59,73,76,72
220735,Douglas Tanque,26,70,Brazil,FC Paços de Ferreira,ST,FC Paços de Ferreira 2018 ~ 2021,"6'2""",185lbs,Left,"Jul 4, 2018",2018 ~ 2021,309,76,58,266,218,37,79,51,61,93
220834,Marco Asensio,24,82,Spain,Real Madrid,CAM,Real Madrid 2015 ~ 2023,"6'0""",168lbs,Left,"Jul 1, 2015",2015 ~ 2023,375,57,81,409,391,79,86,58,76,61
221014,Carlos Fernández,24,76,Spain,Sevilla FC,ST,Sevilla FC 2013 ~ 2022,"6'1""",159lbs,Left,"Jul 1, 2013",2013 ~ 2022,347,76,73,298,337,66,79,73,65,73
221087,Pau López,25,83,Spain,Roma,GK,Roma 2019 ~ 2024,"6'2""",170lbs,Left,"Jul 10, 2019",2019 ~ 2024,113,15,38,119,268,45,59,71,42,52
221095,Dani Romera,24,67,Spain,SD Ponferradina,ST,SD Ponferradina 2020 ~ 2022,"5'8""",152lbs,Right,"Sep 22, 2020",2020 ~ 2022,295,55,59,297,404,83,72,80,56,64
221144,Alain Oyarzun,25,68,Spain,CD Numancia,CAM,CD Numancia 2018 ~ 2020,"6'0""",161lbs,Left,"Jul 2, 2018",2018 ~ 2020,299,46,67,326,361,73,63,72,49,57
221452,Nano Mesa,25,69,Spain,Cádiz CF,ST,Cádiz CF 2020 ~ 2024,"5'10""",170lbs,Right,"Aug 14, 2020",2020 ~ 2024,320,62,64,312,378,85,74,78,71,72
221611,Juan Delgado,24,63,Spain,Levante UD,ST,Levante UD 2014 ~ 2019,"6'0""",172lbs,Right,"Jul 16, 2014",2014 ~ 2019,291,58,59,254,317,66,71,67,50,59
221639,Mariano,26,77,Dominican Republic,Real Madrid,ST,Real Madrid 2018 ~ 2023,"5'11""",168lbs,Right,"Aug 29, 2018",2018 ~ 2023,345,80,66,348,382,78,85,92,76,78
221701,Gabriel Boschilia,23,75,Brazil,AS Monaco,CAM,AS Monaco 2015 ~ 2021,"5'8""",139lbs,Left,"Aug 11, 2015",2015 ~ 2021,332,55,75,386,367,74,76,59,61,43
221743,Hélder Costa,26,73,Portugal,Leeds United,RM,Leeds United 2020 ~ 2024,"5'10""",170lbs,Left,"Jul 27, 2020",2020 ~ 2024,304,44,68,356,404,87,73,34,68,56
221750,André Geraldes,29,74,Portugal,Sporting CP,RB,Sporting CP 2014 ~ 2022,"5'11""",154lbs,Right,"Jul 1, 2014",2014 ~ 2022,275,60,72,290,368,77,57,82,80,71
222060,Nathan,23,71,Brazil,Chelsea,CAM,Chelsea 2015 ~ 2021,"5'10""",157lbs,Right,"Jul 1, 2015",2015 ~ 2021,291,33,71,368,373,81,70,61,55,62
222390,Unai López,24,77,Spain,Athletic Club de Bilbao,CAM,Athletic Club de Bilbao 2013 ~ 2022,"5'7""",154lbs,Right,"Jul 1, 2013",2013 ~ 2022,335,51,82,386,396,77,73,77,77,62
222446,Luan,22,74,Brazil,Grêmio,LW,Grêmio 2014 ~ 2018,"5'11""",157lbs,Right,"Jan 1, 2014",2014 ~ 2018,309,46,73,365,389,87,61,51,63,64
222461,Rochinha,25,72,Portugal,Vitória Guimarães,RM,Vitória Guimarães 2019 ~ 2023,"5'7""",152lbs,Right,"Jan 30, 2019",2019 ~ 2023,295,35,70,314,399,84,64,33,69,42
222466,José Carlos,24,64,Spain,AD Alcorcón,CB,AD Alcorcón 2020 ~ 2022,"6'1""",163lbs,Left,"Aug 4, 2020",2020 ~ 2022,243,64,62,276,247,43,52,72,66,67
222509,Dani Ceballos,23,80,Spain,Arsenal,CM,"Arsenal Jun 30, 2021 On Loan","5'10""",150lbs,Right,"Jul 14, 2017","Jun 30, 2021 On Loan",327,41,82,388,376,72,76,51,77,65
222572,Iván Villar,22,68,Spain,RC Celta,GK,RC Celta 2014 ~ 2023,"6'2""",174lbs,Right,"Jul 1, 2014",2014 ~ 2023,76,16,23,95,208,32,49,52,30,52
222598,Nélson Monte,24,72,Portugal,Rio Ave FC,CB,Rio Ave FC 2014 ~ 2023,"6'2""",172lbs,Right,"Jan 1, 2014",2014 ~ 2023,259,65,68,268,306,60,49,75,78,76
222715,Otávio,26,77,Brazil,FC Girondins de Bordeaux,CDM,FC Girondins de Bordeaux 2017 ~ 2022,"5'8""",159lbs,Right,"Aug 8, 2017",2017 ~ 2022,291,64,75,310,343,58,66,74,79,73
222729,Gustavo,26,68,Brazil,Jeonbuk Hyundai Motors,ST,Jeonbuk Hyundai Motors 2020 ~ 2025,"6'2""",168lbs,Right,"Jul 22, 2020",2020 ~ 2025,311,76,51,235,294,63,71,67,59,74
222737,Malcom,21,82,Brazil,FC Barcelona,CAM,FC Barcelona 2018 ~ 2023,"5'8""",163lbs,Left,"Jul 24, 2018",2018 ~ 2023,362,57,80,401,424,87,85,58,74,64
222943,Jony,28,78,Spain,CA Osasuna,LM,"CA Osasuna Jun 30, 2021 On Loan","5'10""",157lbs,Left,"Jul 23, 2019","Jun 30, 2021 On Loan",333,44,77,388,398,79,69,35,73,67
222944,Pablo Pérez,26,66,Spain,Real Sporting de Gijón,ST,Real Sporting de Gijón 2014 ~ 2022,"6'2""",174lbs,Right,"Aug 1, 2014",2014 ~ 2022,328,72,70,327,292,57,64,80,71,70
223033,Jorge Meré,23,72,Spain,1. FC Köln,CB,1. FC Köln 2017 ~ 2023,"6'0""",176lbs,Right,"Jul 20, 2017",2017 ~ 2023,227,72,70,259,338,69,48,81,68,73
223302,Samu,22,67,Portugal,Boavista FC,LM,Boavista FC 2014 ~ 2020,"5'8""",154lbs,Left,"Jul 1, 2014",2014 ~ 2020,266,48,65,310,384,78,61,63,67,43
223334,Joelinton,23,75,Brazil,Newcastle United,ST,Newcastle United 2019 ~ 2024,"6'1""",179lbs,Right,"Jul 23, 2019",2019 ~ 2024,332,75,73,295,362,75,81,76,75,85
223517,Danilo,24,74,Brazil,OGC Nice,CM,OGC Nice 2018 ~ 2021,"6'0""",163lbs,Right,"Jul 1, 2018",2018 ~ 2021,340,76,77,359,341,67,72,83,78,76
223607,Luis Ruiz,28,67,Spain,CD Lugo,LB,CD Lugo 2020 ~ 2021,"5'11""",161lbs,Left,"Sep 7, 2020",2020 ~ 2021,254,61,60,280,326,70,29,71,71,70
223610,David Concha,22,64,Spain,Real Sociedad,CAM,Real Sociedad 2015 ~ 2020,"5'10""",154lbs,Left,"Jul 4, 2015",2015 ~ 2020,306,51,61,319,323,63,53,37,48,61
223818,João Afonso,30,69,Portugal,Santa Clara,CB,Santa Clara 2019 ~ 2022,"6'2""",185lbs,Right,"Jul 1, 2019",2019 ~ 2022,232,73,54,214,242,55,45,68,55,84
223819,Juan Cámara,26,68,Spain,Dinamo Bucureşti,LM,"Dinamo Bucureşti Jun 30, 2021 On Loan","5'11""",146lbs,Left,"Jul 1, 2019","Jun 30, 2021 On Loan",316,59,69,326,361,75,68,69,61,45
223876,Hugo Seco,32,66,Portugal,Farense,LW,Farense 2020 ~ 2021,"5'9""",152lbs,Right,"Jan 8, 2020",2020 ~ 2021,286,45,61,303,354,79,66,39,68,63
223952,David Soria,27,82,Spain,Getafe CF,GK,Getafe CF 2018 ~ 2022,"6'4""",187lbs,Right,"Jul 16, 2018",2018 ~ 2022,101,24,24,102,254,49,54,61,43,75
223979,Paolo Fernandes,21,66,Spain,C.D. Castellón,CAM,C.D. Castellón 2020 ~ 2023,"5'7""",134lbs,Left,"Sep 3, 2020",2020 ~ 2023,282,38,65,315,372,80,68,45,68,37
224019,Pedro Chirivella,23,68,Spain,FC Nantes,CM,FC Nantes 2020 ~ 2023,"5'10""",146lbs,Right,"Jul 1, 2020",2020 ~ 2023,276,55,74,309,333,62,62,53,72,64
224075,André Simões,30,74,Portugal,AEK Athens,CDM,AEK Athens 2015 ~ 2022,"5'10""",163lbs,Right,"Jul 1, 2015",2015 ~ 2022,337,70,74,337,373,76,75,77,84,66
224115,Ricardinho,26,65,Portugal,FC Voluntari,RB,FC Voluntari 2018 ~ 2021,"5'11""",170lbs,Right,"Jul 1, 2018",2018 ~ 2021,274,55,60,269,348,70,63,68,68,65
224116,Dyego Sousa,30,76,Portugal,SL Benfica,ST,"SL Benfica Dec 31, 2020 On Loan","6'3""",181lbs,Right,"Jul 8, 2019","Dec 31, 2020 On Loan",365,83,70,315,304,60,81,74,77,84
224179,Borja Iglesias,27,79,Spain,Real Betis,ST,Real Betis 2019 ~ 2024,"6'2""",190lbs,Right,"Aug 14, 2019",2019 ~ 2024,352,80,72,302,343,63,80,70,72,91
224293,Rúben Neves,23,82,Portugal,Wolverhampton Wanderers,CM,Wolverhampton Wanderers 2017 ~ 2023,"5'11""",176lbs,Right,"Jul 8, 2017",2017 ~ 2023,365,53,86,414,337,63,86,67,78,67
224305,Iván Calero,25,67,Spain,Málaga CF,RWB,Málaga CF 2020 ~ 2023,"5'9""",141lbs,Right,"Aug 28, 2020",2020 ~ 2023,263,50,63,299,369,74,61,56,73,56
224309,Joan Jordán,25,79,Spain,Sevilla FC,CM,Sevilla FC 2019 ~ 2023,"6'0""",163lbs,Right,"Jul 4, 2019",2019 ~ 2023,333,47,82,404,335,62,80,56,79,73
224376,Philipe Sampaio,25,68,Brazil,En Avant de Guingamp,CB,En Avant de Guingamp 2020 ~ 2024,"6'3""",183lbs,Right,"Jul 1, 2020",2020 ~ 2024,229,69,60,201,219,33,48,62,70,89
224394,Fábio Martins,26,77,Portugal,Al Shabab,LM,"Al Shabab Jun 30, 2021 On Loan","5'10""",154lbs,Right,"Jul 1, 2014","Jun 30, 2021 On Loan",348,69,73,365,392,78,80,74,74,62
224411,Gonçalo Guedes,23,81,Portugal,Valencia CF,LM,Valencia CF 2018 ~ 2024,"5'10""",150lbs,Right,"Aug 29, 2018",2018 ~ 2024,362,60,77,378,412,85,84,63,73,68
224458,Diogo Jota,23,80,Portugal,Liverpool,CAM,Liverpool 2020 ~ 2025,"5'10""",161lbs,Right,"Sep 19, 2020",2020 ~ 2025,344,52,72,370,422,88,82,66,79,73
224537,Iago,28,71,Brazil,Al Taawoun,CB,Al Taawoun 2020 ~ 2022,"6'2""",183lbs,Right,"Jul 6, 2020",2020 ~ 2022,229,72,57,216,264,52,45,74,64,84
224538,Pedro Nuno,25,75,Portugal,Moreirense FC,CAM,Moreirense FC 2018 ~ 2021,"5'9""",150lbs,Right,"Jul 9, 2018",2018 ~ 2021,346,55,76,385,363,69,77,67,75,48
224890,Miguel Cardoso,26,69,Portugal,Os Belenenses,CAM,Os Belenenses 2018 ~ 2025,"5'9""",168lbs,Right,"Aug 31, 2018",2018 ~ 2025,295,43,68,309,362,72,61,34,53,62
224891,Rafael Ramos,25,67,Portugal,Santa Clara,RWB,Santa Clara 2019 ~ 2022,"5'7""",154lbs,Right,"Jul 2, 2019",2019 ~ 2022,257,53,65,272,363,73,60,53,67,67
224921,Adrián Marín,23,73,Spain,Deportivo Alavés,LB,Deportivo Alavés 2018 ~ 2021,"5'11""",161lbs,Left,"Aug 9, 2018",2018 ~ 2021,292,59,73,295,331,65,60,70,67,71
224973,Arturo Molina,24,65,Spain,Levante UD,CAM,Levante UD 2017 ~ 2024,"6'0""",165lbs,Right,"Jul 7, 2017",2017 ~ 2024,298,52,67,304,322,65,70,49,47,57
225106,Jorge Sáenz,23,70,Spain,RC Celta,CB,"RC Celta Jun 30, 2021 On Loan","6'4""",165lbs,Right,"Jul 1, 2019","Jun 30, 2021 On Loan",273,72,68,268,316,60,52,78,84,75
225121,Carlos Castro,24,64,Spain,CD Lugo,ST,"CD Lugo Jun 30, 2020 On Loan","5'10""",150lbs,Left,"Jul 10, 2018","Jun 30, 2020 On Loan",293,55,57,280,368,75,62,75,75,71
225204,Raúl Guti,23,70,Spain,Elche CF,CDM,Elche CF 2020 ~ 2024,"5'10""",163lbs,Right,"Sep 20, 2020",2020 ~ 2024,305,60,70,325,357,69,76,59,89,81
225363,Rúben Lameiras,25,75,Portugal,Famalicão,CAM,Famalicão 2019 ~ 2023,"5'9""",154lbs,Left,"Jul 1, 2019",2019 ~ 2023,309,40,74,370,399,78,76,66,74,57
225386,Ygor Nogueira,25,70,Brazil,Gil Vicente FC,CB,Gil Vicente FC 2019 ~ 2021,"6'2""",181lbs,Right,"Jul 10, 2019",2019 ~ 2021,211,71,60,201,297,55,59,76,73,81
225402,Bruno Gaspar,27,73,Angola,Sporting CP,RB,Sporting CP 2018 ~ 2023,"5'11""",152lbs,Right,"Jul 1, 2018",2018 ~ 2023,309,60,68,324,388,78,68,78,74,61
225475,Hernani,26,75,Brazil,Parma,CDM,Parma 2020 ~ 2023,"6'2""",170lbs,Right,"Sep 1, 2020",2020 ~ 2023,316,66,75,362,320,66,78,61,67,68
225478,Serginho,25,73,Brazil,Kashima Antlers,CAM,Kashima Antlers 2018 ~ 2020,"5'11""",181lbs,Left,"Aug 1, 2018",2018 ~ 2020,348,65,76,359,327,63,76,55,77,84
225507,Pol Llonch,27,74,Spain,Willem II,CDM,Willem II 2018 ~ 2024,"5'7""",154lbs,Right,"Jul 1, 2018",2018 ~ 2024,263,44,68,296,389,78,65,80,87,65
225529,Nathan,25,66,Brazil,FC Zürich,CB,FC Zürich 2019 ~ 2022,"6'2""",172lbs,Right,"Jul 6, 2019",2019 ~ 2022,245,65,59,249,340,75,64,87,64,71
225563,João Pedro,21,71,Brazil,FC Porto,RWB,FC Porto 2018 ~ 2023,"5'10""",161lbs,Right,"Jul 1, 2018",2018 ~ 2023,282,56,68,323,367,78,39,66,67,62
225567,Eneko Capilla,24,67,Spain,Real Sociedad,CAM,Real Sociedad 2012 ~ 2020,"5'6""",132lbs,Left,"Jul 19, 2012",2012 ~ 2020,271,41,70,330,316,66,49,42,36,37
225696,Murilo,25,74,Brazil,RCD Mallorca,LM,"RCD Mallorca Jun 30, 2021 On Loan","5'9""",165lbs,Left,"Jul 1, 2018","Jun 30, 2021 On Loan",327,58,66,351,409,91,76,66,77,71
225699,Anuar,25,75,Morocco,Real Valladolid CF,CDM,Real Valladolid CF 2013 ~ 2023,"5'8""",152lbs,Right,"Jul 1, 2013",2013 ~ 2023,324,70,76,318,384,76,67,75,88,63
225926,Pere Milla,27,72,Spain,Elche CF,LW,Elche CF 2019 ~ 2022,"6'0""",159lbs,Left,"Jul 1, 2019",2019 ~ 2022,341,64,72,334,368,79,76,51,73,65
225945,Thiago Maia,22,74,Brazil,LOSC Lille,CDM,LOSC Lille 2017 ~ 2022,"5'10""",174lbs,Left,"Jul 25, 2017",2017 ~ 2022,300,63,77,322,332,69,72,72,72,74
226087,Víctor García,26,64,Spain,C.D. Castellón,LB,C.D. Castellón 2019 ~ 2021,"5'11""",165lbs,Left,"Jul 3, 2019",2019 ~ 2021,288,60,63,270,303,62,58,41,55,49
226096,Rômulo,24,64,Brazil,Busan IPark,CAM,Busan IPark 2017 ~ 2025,"5'8""",163lbs,Left,"Jan 1, 2017",2017 ~ 2025,277,51,74,307,350,63,65,64,71,49
226157,Javi Muñoz,25,68,Spain,CD Mirandés,CAM,"CD Mirandés Jun 30, 2021 On Loan","5'9""",165lbs,Right,"Jul 12, 2018","Jun 30, 2021 On Loan",278,46,70,332,339,68,66,57,71,63
226161,Marcos Llorente,25,82,Spain,Atlético Madrid,CM,Atlético Madrid 2019 ~ 2024,"6'0""",163lbs,Right,"Jul 1, 2019",2019 ~ 2024,360,67,84,378,395,79,75,66,86,81
226208,Nacho Monsalve,22,66,Spain,Deportivo de La Coruña,CB,Deportivo de La Coruña 2016 ~ 2020,"5'10""",163lbs,Right,"Jul 19, 2016",2016 ~ 2020,218,59,55,217,271,53,37,82,60,64
226215,Sabin Merino,28,70,Spain,CD Leganés,ST,CD Leganés 2020 ~ 2021,"6'2""",172lbs,Right,"Aug 17, 2020",2020 ~ 2021,347,80,63,339,319,66,64,61,43,67
226221,Aritz Elustondo,26,76,Spain,Real Sociedad,CB,Real Sociedad 2014 ~ 2024,"5'11""",157lbs,Right,"Dec 4, 2014",2014 ~ 2024,279,78,73,260,327,62,39,70,70,74
226370,André Horta,23,75,Portugal,SC Braga,CAM,SC Braga 2019 ~ 2024,"5'9""",137lbs,Right,"Jul 1, 2019",2019 ~ 2024,332,50,78,355,385,69,75,67,74,63
226456,Pablo Fornals,24,79,Spain,West Ham United,CAM,West Ham United 2019 ~ 2024,"5'10""",148lbs,Right,"Jul 1, 2019",2019 ~ 2024,355,50,81,380,362,70,77,48,78,63
226515,Andrei Girotto,28,76,Brazil,FC Nantes,CB,FC Nantes 2017 ~ 2024,"6'1""",174lbs,Right,"Aug 12, 2017",2017 ~ 2024,325,74,77,312,308,61,77,73,71,69
226601,Vitor Hugo,27,76,Brazil,Fiorentina,CB,Fiorentina 2017 ~ 2021,"6'2""",176lbs,Left,"Jul 10, 2017",2017 ~ 2021,214,82,41,192,298,66,49,79,54,78
226637,Rubén Duarte,24,77,Spain,Deportivo Alavés,LB,Deportivo Alavés 2017 ~ 2023,"5'11""",165lbs,Left,"Jul 1, 2017",2017 ~ 2023,290,75,77,324,339,69,51,60,69,70
226706,Felipe Pires,25,69,Brazil,Moreirense FC,RM,Moreirense FC 2020 ~ 2023,"5'10""",150lbs,Right,"Sep 15, 2020",2020 ~ 2023,287,45,62,306,368,79,57,55,74,44
226766,Daniel Podence,24,78,Portugal,Wolverhampton Wanderers,RM,Wolverhampton Wanderers 2020 ~ 2024,"5'5""",128lbs,Right,"Jan 30, 2020",2020 ~ 2024,298,42,74,353,447,94,65,66,75,30
226865,Bruno Santos,26,69,Brazil,FC Paços de Ferreira,RB,FC Paços de Ferreira 2015 ~ 2020,"6'0""",174lbs,Right,"Jul 1, 2015",2015 ~ 2020,242,60,60,238,341,74,34,71,76,71
227055,Gelson Martins,25,80,Portugal,AS Monaco,RM,AS Monaco 2019 ~ 2024,"5'8""",163lbs,Right,"Jul 1, 2019",2019 ~ 2024,345,51,75,365,449,94,77,65,86,48
227106,Diego González,25,69,Spain,Málaga CF,CB,Málaga CF 2017 ~ 2021,"6'1""",183lbs,Left,"Aug 3, 2017",2017 ~ 2021,262,69,64,278,308,66,42,74,70,77
227127,Álex Remiro,25,80,Spain,Real Sociedad,GK,Real Sociedad 2019 ~ 2023,"6'3""",183lbs,Right,"Jul 1, 2019",2019 ~ 2023,87,13,34,102,268,40,59,66,42,73
227705,Alan Empereur,26,67,Brazil,Hellas Verona,CB,Hellas Verona 2018 ~ 2021,"6'1""",181lbs,Left,"Aug 17, 2018",2018 ~ 2021,226,60,62,243,266,61,43,78,63,69
227708,Lucas Tagliapietra,29,67,Brazil,Portimonense SC,CB,Portimonense SC 2020 ~ 2022,"6'4""",198lbs,Left,"Sep 9, 2020",2020 ~ 2022,211,70,62,189,221,55,38,53,63,91
227890,Nuno Santos,25,76,Portugal,Sporting CP,LM,Sporting CP 2020 ~ 2025,"5'10""",161lbs,Left,"Aug 21, 2020",2020 ~ 2025,343,57,70,377,385,82,83,56,73,63
227928,Nélson Semedo,26,83,Portugal,Wolverhampton Wanderers,RWB,Wolverhampton Wanderers 2020 ~ 2023,"5'10""",152lbs,Right,"Sep 23, 2020",2020 ~ 2023,302,58,76,319,434,91,74,79,92,66
227990,Josep Señé,28,67,Spain,C.D. Castellón,CAM,"C.D. Castellón Jun 30, 2021 On Loan","6'0""",159lbs,Right,"Jul 10, 2019","Jun 30, 2021 On Loan",305,61,70,322,320,61,48,53,43,58
228144,Jorge Pombo,26,69,Spain,Cádiz CF,RM,Cádiz CF 2020 ~ 2023,"5'10""",168lbs,Right,"Aug 4, 2020",2020 ~ 2023,328,61,69,344,349,69,75,66,82,85
228321,Sergi Palencia,24,72,Spain,CD Leganés,RWB,"CD Leganés Jun 30, 2021 On Loan","5'6""",148lbs,Right,"Jul 5, 2019","Jun 30, 2021 On Loan",284,57,70,301,364,77,68,57,75,67
228326,Brian Oliván,26,70,Spain,RCD Mallorca,LWB,RCD Mallorca 2020 ~ 2022,"5'10""",161lbs,Left,"Sep 9, 2020",2020 ~ 2022,294,59,62,308,351,72,63,61,92,67
228414,Matheus Pereira,24,76,Brazil,West Bromwich Albion,CAM,West Bromwich Albion 2020 ~ 2022,"5'9""",163lbs,Left,"Jul 27, 2020",2020 ~ 2022,335,43,77,370,402,79,74,66,71,60
228600,Javi Jiménez,24,67,Spain,CD Mirandés,LB,CD Mirandés 2020 ~ 2021,"5'8""",154lbs,Left,"Aug 11, 2020",2020 ~ 2021,243,57,62,303,392,85,30,61,66,70
228635,Borja Mayoral,23,76,Spain,Real Madrid,ST,Real Madrid 2015 ~ 2021,"6'0""",163lbs,Right,"Apr 29, 2015",2015 ~ 2021,362,75,79,335,351,65,78,77,71,74
228707,Diego Alende,22,66,Spain,CD Lugo,CB,"CD Lugo Jun 30, 2021 On Loan","5'11""",168lbs,Right,"Jul 4, 2019","Jun 30, 2021 On Loan",201,68,62,188,244,44,31,78,60,73
228768,Xande Silva,23,65,Portugal,West Ham United,ST,West Ham United 2018 ~ 2021,"5'10""",150lbs,Right,"Aug 2, 2018",2018 ~ 2021,293,54,62,289,357,76,67,65,57,61
228782,João Gamboa,21,69,Portugal,Clube Sport Marítimo,CDM,Clube Sport Marítimo 2017 ~ 2021,"6'2""",176lbs,Right,"Jul 1, 2017",2017 ~ 2021,280,59,71,304,314,63,68,63,64,75
228813,Aleix García,23,73,Spain,Manchester City,CAM,Manchester City 2015 ~ 2021,"5'8""",150lbs,Right,"Aug 27, 2015",2015 ~ 2021,315,51,79,365,356,68,72,61,67,50
228828,Rodri Tarín,23,69,Spain,CD Leganés,CB,CD Leganés 2018 ~ 2021,"6'0""",168lbs,Right,"Jul 2, 2018",2018 ~ 2021,232,66,66,236,329,71,59,71,53,71
228941,André Silva,24,79,Portugal,Eintracht Frankfurt,ST,Eintracht Frankfurt 2020 ~ 2023,"6'0""",172lbs,Right,"Sep 10, 2020",2020 ~ 2023,367,78,69,321,372,75,79,84,76,73
229037,Borja Valle,27,70,Spain,Dinamo Bucureşti,LM,Dinamo Bucureşti 2020 ~ 2022,"5'10""",159lbs,Right,"Sep 7, 2020",2020 ~ 2022,330,55,68,328,349,72,77,77,75,68
229038,Christian Rivera,22,66,Spain,UD Las Palmas,CDM,UD Las Palmas 2018 ~ 2022,"6'3""",192lbs,Right,"Jul 31, 2018",2018 ~ 2022,275,60,68,297,297,52,59,70,74,71
229147,João Vigário,24,68,Portugal,CD Nacional,CAM,CD Nacional 2020 ~ 2023,"5'11""",163lbs,Left,"Aug 18, 2020",2020 ~ 2023,303,58,68,297,343,69,70,67,64,66
229148,Dalbert,26,73,Brazil,Inter,LWB,Inter 2017 ~ 2023,"5'11""",154lbs,Left,"Aug 9, 2017",2017 ~ 2023,310,60,72,333,388,90,72,57,78,63
229183,Matheus Cassini,22,61,Brazil,Amiens SC,LW,Amiens SC 2018 ~ 2020,"5'7""",159lbs,Left,"Jan 18, 2018",2018 ~ 2020,292,58,62,289,343,68,64,59,53,47
