ID,Name,Age,OVA,Nationality,Club,BP,foot,Attacking,Heading Accuracy,Short Passing,Skill,Movement,Acceleration,Shot Power,Jumping,Stamina,Strength,Height_cm,Weight_kg,Contract_Years,total_injuries,total_days_missed,total_games_missed,avg_days_per_injury,injury_risk_score,latest_market_val,latest_season,avg_sentiment,sentiment_label,sentiment_count
235997,Fran Beltrán,21,75,Spain,RC Celta,CDM,Right,319,60,79,341,360,66,61,58.0,70,64,170.2,66.2,5.0,3,35,8,11.7,11.7,12000000.0,2018.0,0.0,neutral,0.0
252037,Fábio Silva,17,69,Portugal,Wolverhampton Wanderers,ST,Right,289,62,46,266,363,76,72,72.0,58,70,185.4,74.8,5.0,3,177,4,59.0,59.0,25000000.0,2020.0,0.0,neutral,0.0
236033,Dani Cárdenas,23,63,Spain,Levante UD,GK,Right,58,12,23,75,234,39,44,67.0,26,52,185.4,79.8,5.0,2,66,9,33.0,33.0,700000.0,2020.0,0.0,neutral,0.0
252033,Tomás Esteves,17,64,Portugal,FC Porto,RWB,Right,249,52,63,250,332,70,29,57.0,64,68,180.3,72.1,2.0,5,709,79,141.8,141.8,3000000.0,2021.0,0.0,neutral,0.0
251995,João Gonçalves,19,63,Portugal,Boavista FC,GK,Right,54,13,18,55,169,28,43,45.0,20,54,188.0,73.0,3.0,2,274,31,137.0,137.0,100000.0,2021.0,0.0,neutral,0.0
251990,Luquinhas,19,63,Brazil,Portimonense SC,RM,Right,267,30,63,306,395,79,59,53.0,53,38,167.6,64.9,5.0,1,51,10,51.0,51.0,1000000.0,2020.0,0.0,neutral,0.0
236508,Adrián Diéguez,24,67,Spain,CF Fuenlabrada,CB,Left,241,64,60,202,290,62,45,77.0,62,68,188.0,68.9,4.0,1,101,19,101.0,101.0,800000.0,2020.0,0.0,neutral,0.0
252195,João Neto,17,60,Brazil,Famalicão,CAM,Right,227,30,63,288,313,69,58,52.0,45,40,175.3,64.0,3.0,2,434,42,217.0,217.0,300000.0,2021.0,0.0,neutral,0.0
235088,Luis Pérez,25,72,Spain,Real Valladolid CF,RB,Right,243,55,60,276,395,83,51,79.0,86,66,172.7,68.0,3.0,7,172,23,24.6,24.6,900000.0,2020.0,0.0,neutral,0.0
240020,Ricardo Mangas,22,67,Portugal,Boavista FC,CB,Left,250,70,60,269,333,69,46,65.0,72,66,177.8,73.0,4.0,2,114,15,57.0,57.0,1500000.0,2021.0,0.0,neutral,0.0
252391,Rúben Fonseca,20,61,Portugal,CD Tondela,ST,Right,266,69,52,214,290,62,62,61.0,68,68,188.0,82.1,4.0,1,20,3,20.0,20.0,200000.0,2021.0,0.0,neutral,0.0
234226,Bruno Viana,25,77,Brazil,SC Braga,CB,Right,271,80,71,263,317,65,57,73.0,80,74,188.0,78.9,5.0,1,10,2,10.0,10.0,3500000.0,2021.0,0.0,neutral,0.0
234359,Andoni López,24,69,Spain,UD Logroñés,LB,Left,258,58,62,237,323,73,43,73.0,74,60,188.0,76.2,2.0,1,20,4,20.0,20.0,300000.0,2020.0,0.0,neutral,0.0
234376,Lourency,24,72,Brazil,Gil Vicente FC,CAM,Right,329,55,68,352,390,79,80,59.0,77,71,175.3,73.9,3.0,2,38,4,19.0,19.0,900000.0,2021.0,0.0,neutral,0.0
234426,Marcão,24,74,Brazil,Galatasaray SK,CB,Left,229,68,69,238,303,56,52,90.0,68,79,185.4,81.2,2.0,19,564,89,29.7,29.7,150000.0,2020.0,0.0,neutral,0.0
252922,Tòfol Montiel,20,62,Spain,Fiorentina,CAM,Left,260,40,62,302,330,66,66,60.0,50,48,177.8,64.0,4.0,2,26,5,13.0,13.0,400000.0,2021.0,0.0,neutral,0.0
252830,Bruno Duarte,24,68,Brazil,Vitória Guimarães,ST,Right,331,68,66,287,342,69,63,59.0,63,65,182.9,79.8,4.0,3,59,10,19.7,19.7,1500000.0,2019.0,0.0,neutral,0.0
252827,João Pedro,23,63,Portugal,FC Paços de Ferreira,ST,Right,299,68,53,256,308,73,60,61.0,60,72,185.4,78.0,3.0,24,1019,149,42.5,42.5,1500000.0,2020.0,0.0,neutral,0.0
252470,Matchoi Djaló,17,61,Portugal,FC Paços de Ferreira,RM,Right,265,39,59,293,378,86,59,56.0,51,43,175.3,68.0,3.0,2,85,14,42.5,42.5,400000.0,2019.0,0.0,neutral,0.0
252339,Tiago Djaló,20,68,Portugal,LOSC Lille,CB,Right,248,63,66,263,317,64,53,66.0,58,79,190.5,82.1,5.0,3,348,56,116.0,116.0,5000000.0,2019.0,0.0,neutral,0.0
234992,Luís Rocha,33,67,Portugal,Famalicão,CB,Right,208,75,47,161,230,34,48,82.0,32,86,185.4,84.8,2.0,2,98,11,49.0,49.0,1500000.0,2020.0,0.0,neutral,0.0
234575,Diogo Leite,21,71,Portugal,FC Porto,CB,Left,229,75,63,219,299,61,59,70.0,67,71,188.0,73.0,4.0,5,169,13,33.8,33.8,10000000.0,2021.0,0.0,neutral,0.0
234576,Diogo Queirós,21,70,Portugal,FC Porto,CB,Right,213,68,63,219,304,58,55,78.0,65,73,185.4,79.8,6.0,3,75,12,25.0,25.0,2500000.0,2021.0,0.0,neutral,0.0
234731,Jair Amador,30,70,Portugal,Real Zaragoza,CB,Left,220,71,65,220,294,62,41,71.0,74,90,188.0,89.8,2.0,1,24,4,24.0,24.0,400000.0,2018.0,0.0,neutral,0.0
252310,Miguel Reisinho,21,60,Portugal,Boavista FC,CM,Right,273,51,69,298,298,60,59,58.0,62,61,182.9,78.0,3.0,3,219,34,73.0,73.0,500000.0,2019.0,0.0,neutral,0.0
234763,Ramón Folch,30,68,Spain,Elche CF,CDM,Right,269,58,71,291,257,35,65,34.0,86,69,182.9,78.0,3.0,1,29,3,29.0,29.0,200000.0,2021.0,0.0,neutral,0.0
234791,Luan Peres,23,67,Brazil,Club Brugge KV,CB,Left,246,69,59,227,317,62,47,84.0,65,76,190.5,78.9,4.0,9,441,78,49.0,49.0,6000000.0,2021.0,0.0,neutral,0.0
234835,Domingos Duarte,25,78,Portugal,Granada CF,CB,Right,269,80,78,221,275,55,50,60.0,75,80,190.5,78.0,4.0,1,4,1,4.0,4.0,12000000.0,2019.0,0.0,neutral,0.0
234930,Pedro Rebocho,25,74,Portugal,En Avant de Guingamp,LWB,Left,307,64,74,361,376,74,78,81.0,78,69,170.2,73.9,5.0,1,226,25,226.0,226.0,1500000.0,2021.0,0.0,neutral,0.0
236555,Guilherme Schettine,24,68,Brazil,SC Braga,ST,Right,319,70,64,314,332,67,75,70.0,67,68,180.3,76.2,5.0,3,88,13,29.3,29.3,1000000.0,2021.0,0.0,neutral,0.0
236639,Xeka,25,75,Portugal,LOSC Lille,CM,Right,287,65,80,377,299,58,75,78.0,78,74,185.4,83.0,5.0,5,595,58,119.0,119.0,8000000.0,2018.0,0.0,neutral,0.0
236673,Pedro Marques,20,70,Portugal,Sporting CP,ST,Right,298,65,54,292,378,74,72,83.0,73,70,180.3,77.1,7.0,5,205,29,41.0,41.0,200000.0,2021.0,0.0,neutral,0.0
239614,Jesús Areso,20,65,Spain,Athletic Club de Bilbao,RWB,Right,235,56,66,287,350,75,40,73.0,67,68,182.9,81.2,4.0,1,153,21,153.0,153.0,800000.0,2021.0,0.0,neutral,0.0
238830,Alexandre Guedes,26,69,Portugal,Vegalta Sendai,ST,Right,330,71,66,276,290,62,73,64.0,57,83,185.4,83.0,4.0,5,147,17,29.4,29.4,800000.0,2021.0,0.0,neutral,0.0
238857,Wilson Manafá,25,75,Portugal,FC Porto,RWB,Right,323,60,70,321,411,88,66,60.0,84,57,175.3,68.9,4.0,2,264,35,132.0,132.0,7000000.0,2018.0,0.0,neutral,0.0
239247,Dani Morer,22,65,Spain,Famalicão,RB,Right,259,50,62,289,354,74,48,68.0,68,58,170.2,63.0,5.0,4,117,1,29.2,29.2,300000.0,2021.0,0.0,neutral,0.0
239250,Abel Ruiz,20,69,Spain,SC Braga,ST,Right,304,64,67,272,341,69,68,60.0,66,73,182.9,73.0,5.0,6,190,25,31.7,31.7,7000000.0,2020.0,0.0,neutral,0.0
239441,Jordi Mboula,21,70,Spain,RCD Mallorca,RM,Right,310,53,65,311,377,85,68,51.0,66,71,182.9,73.9,4.0,5,210,39,42.0,42.0,1000000.0,2020.0,0.0,neutral,0.0
239446,Hélder Ferreira,23,68,Portugal,FC Paços de Ferreira,CAM,Right,290,45,64,314,349,74,72,67.0,57,56,177.8,69.9,3.0,1,13,2,13.0,13.0,1500000.0,2019.0,0.0,neutral,0.0
251503,Mateus Pasinato,28,71,Brazil,Moreirense FC,GK,Right,63,13,21,73,160,28,53,33.0,24,60,193.0,86.2,3.0,1,58,4,58.0,58.0,1000000.0,2020.0,0.0,neutral,0.0
251469,Pedro Amaral,22,70,Portugal,Rio Ave FC,LB,Left,243,59,60,293,345,72,73,56.0,70,62,177.8,72.1,5.0,1,52,6,52.0,52.0,800000.0,2019.0,0.0,neutral,0.0
239641,Alfa Semedo,21,73,Guinea Bissau,Nottingham Forest,CDM,Right,293,72,68,311,308,65,79,62.0,79,85,188.0,82.1,4.0,2,36,7,18.0,18.0,1800000.0,2021.0,0.0,neutral,0.0
236692,Marc Gual,24,70,Spain,AD Alcorcón,ST,Right,320,68,66,293,346,73,70,70.0,72,68,182.9,73.0,2.0,4,115,18,28.8,28.8,400000.0,2020.0,0.0,neutral,0.0
239671,Tete Morente,23,69,Spain,Elche CF,RM,Right,319,59,65,346,359,88,72,64.0,65,68,182.9,78.0,4.0,1,7,1,7.0,7.0,1500000.0,2020.0,0.0,neutral,0.0
251450,Henrique Gomes,24,72,Portugal,Gil Vicente FC,CB,Left,254,69,58,238,313,63,26,67.0,84,73,185.4,78.0,3.0,3,222,22,74.0,74.0,400000.0,2019.0,0.0,neutral,0.0
251217,Jean Lucas,22,72,Brazil,Olympique Lyonnais,CAM,Right,302,61,78,333,348,69,77,58.0,71,73,180.3,78.0,5.0,1,8,1,8.0,8.0,8000000.0,2021.0,0.0,neutral,0.0
239949,João Queirós,22,64,Portugal,1. FC Köln,CB,Left,225,62,58,210,255,49,48,60.0,63,79,190.5,81.2,5.0,1,61,9,61.0,61.0,100000.0,2021.0,0.0,neutral,0.0
250818,Anderson Oliveira,22,68,Brazil,Famalicão,ST,Left,318,62,61,298,331,72,75,62.0,75,72,185.4,78.0,7.0,1,66,8,66.0,66.0,700000.0,2019.0,0.0,neutral,0.0
239950,Pêpê,23,73,Portugal,Olympiacos CFP,CM,Right,305,60,74,345,319,64,73,65.0,82,67,182.9,68.9,4.0,2,67,11,33.5,33.5,3000000.0,2020.0,0.0,neutral,0.0
248572,Pedro Brazão,17,62,Portugal,FC Lausanne-Sport,CAM,Left,241,41,56,315,380,74,64,57.0,52,38,172.7,62.1,4.0,4,25,5,6.2,6.2,1200000.0,2021.0,0.0,neutral,0.0
239970,Paulinho,19,74,Brazil,Bayer 04 Leverkusen,CAM,Right,313,47,74,357,390,79,71,70.0,68,72,177.8,77.1,5.0,68,4445,598,65.4,65.4,2000000.0,2020.0,0.0,neutral,0.0
251610,Manu Justo,24,62,Spain,RC Celta,RM,Right,283,45,63,289,311,67,65,50.0,63,61,175.3,77.1,4.0,2,43,6,21.5,21.5,250000.0,2021.0,0.0,neutral,0.0
238759,Alex Pinto,21,71,Portugal,Farense,RB,Right,263,51,64,285,321,72,54,70.0,76,77,188.0,77.1,4.0,2,21,3,10.5,10.5,650000.0,2020.0,0.0,neutral,0.0
251615,Francisco Moura,20,67,Portugal,SC Braga,LB,Left,246,52,58,292,356,74,58,60.0,64,59,180.3,66.2,6.0,4,390,60,97.5,97.5,1000000.0,2020.0,0.0,neutral,0.0
238507,Fernando Fonseca,23,71,Portugal,FC Paços de Ferreira,RB,Right,259,57,66,289,337,68,55,72.0,70,70,182.9,74.8,3.0,2,59,10,29.5,29.5,1500000.0,2020.0,0.0,neutral,0.0
236695,Luis Muñoz,22,67,Spain,Málaga CF,CB,Right,205,64,65,195,301,67,49,61.0,73,73,180.3,76.2,5.0,3,235,32,78.3,78.3,2000000.0,2017.0,0.0,neutral,0.0
236760,Kike Pérez,23,66,Spain,Real Valladolid CF,CM,Left,272,58,72,330,314,55,57,64.0,65,57,182.9,79.8,6.0,4,148,12,37.0,37.0,1000000.0,2020.0,0.0,neutral,0.0
236893,Rui Pedro,19,68,Portugal,Boavista FC,ST,Right,290,62,65,304,338,66,72,71.0,68,63,182.9,74.8,4.0,1,59,4,59.0,59.0,225000.0,2018.0,0.0,neutral,0.0
236940,Darío Poveda,23,62,Spain,Getafe CF,ST,Right,287,66,57,262,280,53,63,65.0,48,62,185.4,74.8,4.0,6,505,53,84.2,84.2,400000.0,2021.0,0.0,neutral,0.0
237032,Javi Jiménez,23,63,Spain,Albacete BP,CB,Right,223,62,63,198,263,42,41,64.0,34,43,182.9,73.9,4.0,6,1149,50,191.5,191.5,1500000.0,2020.0,0.0,neutral,0.0
251775,Paulinho,23,67,Brazil,Boavista FC,RM,Right,279,43,67,328,373,77,70,57.0,72,47,172.7,68.9,3.0,68,4445,598,65.4,65.4,1000000.0,2020.0,0.0,neutral,0.0
251669,Rui Pires,22,63,Portugal,ESTAC Troyes,CDM,Right,241,56,71,292,328,64,66,61.0,68,76,182.9,71.2,3.0,2,241,17,120.5,120.5,800000.0,2021.0,0.0,neutral,0.0
251616,David Carmo,20,71,Portugal,SC Braga,CB,Left,210,72,58,181,198,32,42,32.0,52,91,195.6,88.9,4.0,3,380,65,126.7,126.7,8500000.0,2019.0,0.0,neutral,0.0
237211,Yuri Ribeiro,23,73,Portugal,Nottingham Forest,LWB,Left,308,65,71,324,379,76,66,75.0,71,64,175.3,73.9,3.0,11,469,56,42.6,42.6,1200000.0,2019.0,0.0,neutral,0.0
237522,Jorge Cuenca,20,64,Spain,UD Almería,CB,Left,230,67,65,197,288,49,55,67.0,62,60,190.5,74.8,4.0,6,167,17,27.8,27.8,6000000.0,2021.0,0.0,neutral,0.0
237960,Mama Baldé,24,75,Guinea Bissau,Dijon FCO,ST,Right,356,74,70,325,391,84,79,79.0,77,70,175.3,68.9,3.0,13,181,23,13.9,13.9,4000000.0,2021.0,0.0,neutral,0.0
238013,Jandrei,26,72,Brazil,Genoa,GK,Right,65,12,25,127,208,24,52,60.0,26,45,185.4,76.2,2.0,4,100,26,25.0,25.0,1000000.0,2021.0,0.0,neutral,0.0
238224,Marcão,26,72,Brazil,Hebei China Fortune FC,ST,Right,311,77,63,253,302,69,75,83.0,76,89,195.6,89.8,4.0,19,564,89,29.7,29.7,1500000.0,2020.0,0.0,neutral,0.0
238226,Reynaldo,23,63,Brazil,Moreirense FC,LB,Left,220,52,49,239,322,68,39,55.0,68,48,185.4,83.9,4.0,4,171,26,42.8,42.8,700000.0,2020.0,0.0,neutral,0.0
238359,Wendel,22,79,Brazil,Sporting CP,CAM,Right,346,57,85,372,383,76,86,62.0,82,68,180.3,73.0,5.0,16,824,77,51.5,51.5,18000000.0,2020.0,0.0,neutral,0.0
238446,Tachi,22,63,Spain,Deportivo Alavés,CB,Right,220,71,58,196,264,52,41,65.0,46,63,182.9,82.1,4.0,1,25,3,25.0,25.0,800000.0,2019.0,0.0,neutral,0.0
238461,Luis Perea,22,66,Spain,CD Leganés,CM,Right,275,68,71,282,278,50,55,62.0,63,70,190.5,82.1,5.0,1,61,8,61.0,61.0,1000000.0,2020.0,0.0,neutral,0.0
240900,Unai Núñez,23,78,Spain,Athletic Club de Bilbao,CB,Right,219,78,75,201,310,63,39,78.0,68,79,185.4,81.2,7.0,4,51,7,12.8,12.8,15000000.0,2017.0,0.0,neutral,0.0
4077,Simão,33,74,Portugal,RCD Espanyol,CAM,Right,332,55,74,393,369,71,73,69.0,48,45,170.2,64.0,2.0,4,45,12,11.2,11.2,350000.0,2012.0,0.0,neutral,0.0
225475,Hernani,26,75,Brazil,Parma,CDM,Right,316,66,75,362,320,66,78,61.0,67,68,188.0,77.1,3.0,13,276,32,21.2,21.2,5000000.0,2021.0,0.0,neutral,0.0
189681,Rafael,29,77,Brazil,Medipol Başakşehir FK,RB,Right,328,64,77,355,390,78,72,84.0,74,72,172.7,78.0,2.0,16,936,181,58.5,58.5,800000.0,2020.0,0.0,neutral,0.0
189795,Éder,32,74,Portugal,Lokomotiv Moscow,ST,Right,332,74,66,293,357,73,81,64.0,69,83,190.5,81.2,3.0,12,231,32,19.2,19.2,1500000.0,2020.0,0.0,neutral,0.0
189895,Enric Vallès,30,62,Spain,Sandefjord Fotball,CM,Left,281,45,64,321,287,65,74,76.0,73,73,190.5,83.9,5.0,1,8,2,8.0,8.0,200000.0,2010.0,0.0,neutral,0.0
190021,Hugo Fraile,33,72,Spain,AD Alcorcón,RM,Right,319,49,68,365,381,81,73,71.0,72,67,175.3,73.0,1.0,1,231,26,231.0,231.0,200000.0,2015.0,0.0,neutral,0.0
190156,Rubén Pérez,31,74,Spain,CD Leganés,CDM,Right,270,56,78,321,277,44,79,71.0,72,70,177.8,73.0,4.0,4,111,14,27.8,27.8,1500000.0,2018.0,0.0,neutral,0.0
190232,Fellipe Bastos,23,69,Brazil,Ponte Preta,CDM,Right,301,60,66,355,320,61,82,79.0,72,70,180.3,82.1,5.0,1,17,5,17.0,17.0,550000.0,2012.0,0.0,neutral,0.0
190542,Pedro Sánchez,33,71,Spain,Albacete BP,RM,Right,302,32,67,359,386,80,76,80.0,81,69,175.3,73.9,2.0,3,112,13,37.3,37.3,200000.0,2014.0,0.0,neutral,0.0
190782,Sandro,30,73,Brazil,Genoa,CB,Right,321,66,72,322,285,48,80,65.0,48,78,188.0,74.8,2.0,11,686,131,62.4,62.4,500000.0,2021.0,0.0,neutral,0.0
190982,Alberto Perea,29,69,Spain,Cádiz CF,LM,Right,302,52,62,353,360,74,66,73.0,63,58,177.8,73.9,6.0,8,258,37,32.2,32.2,1200000.0,2014.0,0.0,neutral,0.0
191055,Dídac Vilà,31,75,Spain,RCD Espanyol,LB,Left,300,69,71,326,331,69,72,71.0,74,73,185.4,73.9,5.0,8,486,60,60.8,60.8,700000.0,2017.0,0.0,neutral,0.0
192165,Paulinho,34,70,Brazil,Hammarby IF,LW,Right,307,41,66,334,383,75,72,77.0,66,68,175.3,74.8,1.0,68,4445,598,65.4,65.4,1500000.0,2020.0,0.0,neutral,0.0
192528,Steven Vitória,33,63,Canada,Moreirense FC,CB,Right,249,65,59,286,195,29,74,30.0,53,91,195.6,86.2,3.0,2,95,32,47.5,47.5,100000.0,2019.0,0.0,neutral,0.0
192693,Dudu,23,77,Brazil,Palmeiras,LW,Right,330,57,73,345,414,85,70,70.0,72,32,165.1,60.8,3.0,20,944,130,47.2,47.2,300000.0,2020.0,0.0,neutral,0.0
192708,Carlos Eduardo,30,76,Brazil,Al Hilal,ST,Right,380,76,74,376,339,66,77,69.0,72,79,182.9,73.9,5.0,9,546,100,60.7,60.7,2500000.0,2015.0,0.0,neutral,0.0
192766,Marc Muniesa,27,73,Spain,Girona FC,CB,Left,280,69,70,296,292,38,46,88.0,70,68,177.8,72.1,3.0,11,922,111,83.8,83.8,2400000.0,2018.0,0.0,neutral,0.0
192789,Mario Gaspar,29,80,Spain,Villarreal CF,RB,Right,361,65,76,343,355,73,80,73.0,78,75,182.9,73.9,15.0,6,178,34,29.7,29.7,5000000.0,2010.0,0.0,neutral,0.0
192958,Álex Cruz,22,65,Spain,Granada CF,RW,Left,258,38,56,303,373,81,56,84.0,64,39,172.7,67.1,3.0,1,67,9,67.0,67.0,1400000.0,2020.0,0.0,neutral,0.0
193143,Roderick Miranda,29,69,Portugal,Wolverhampton Wanderers,CB,Right,249,67,63,242,212,43,68,54.0,64,86,193.0,88.9,4.0,4,274,31,68.5,68.5,1500000.0,2020.0,0.0,neutral,0.0
193171,Jaume Costa,32,79,Spain,Villarreal CF,LB,Left,325,70,79,343,367,76,75,71.0,65,67,170.2,62.1,11.0,14,338,62,24.1,24.1,2000000.0,2021.0,0.0,neutral,0.0
193429,Douglas,29,74,Brazil,Beşiktaş JK,RB,Right,315,49,75,350,399,77,78,75.0,64,57,170.2,59.9,3.0,31,1313,202,42.4,42.4,800000.0,2020.0,0.0,neutral,0.0
193469,Víctor Ruiz,31,77,Spain,Real Betis,CB,Left,276,77,69,301,278,49,59,76.0,68,77,185.4,78.0,1.0,21,391,70,18.6,18.6,2200000.0,2020.0,0.0,neutral,0.0
193495,André Santos,30,70,Portugal,Os Belenenses,CM,Right,313,56,74,352,314,66,80,71.0,67,66,177.8,69.9,2.0,4,173,23,43.2,43.2,2450000.0,2020.0,0.0,neutral,0.0
193571,Dodô,28,71,Brazil,Sampdoria,LM,Left,308,59,74,353,367,70,72,70.0,59,62,177.8,74.8,3.0,13,770,121,59.2,59.2,1000000.0,2020.0,0.0,neutral,0.0
193747,Koke,28,85,Spain,Atlético Madrid,CM,Right,361,61,87,410,375,68,83,63.0,94,75,175.3,77.1,13.0,16,353,64,22.1,22.1,60000000.0,2010.0,0.0,neutral,0.0
189769,Vitor Hugo,22,57,Portugal,CD Trofense,ST,Right,253,66,57,222,197,67,59,67.0,68,62,172.7,68.0,4.0,11,189,27,17.2,17.2,5500000.0,2019.0,0.0,neutral,0.0
189680,Fábio,29,73,Brazil,FC Nantes,RB,Right,308,59,73,329,381,74,72,75.0,58,62,172.7,73.9,3.0,13,867,158,66.7,66.7,1800000.0,2018.0,0.0,neutral,0.0
193796,Isma López,30,67,Spain,Dinamo Bucureşti,LB,Left,290,50,68,313,368,78,71,63.0,78,66,177.8,74.8,2.0,4,53,8,13.2,13.2,300000.0,2013.0,0.0,neutral,0.0
189661,Álvaro Giménez,29,70,Spain,Cádiz CF,ST,Left,319,66,62,273,346,70,71,75.0,75,74,182.9,83.0,3.0,3,272,37,90.7,90.7,1000000.0,2021.0,0.0,neutral,0.0
185132,Mikel San José,31,77,Spain,Birmingham City,CM,Right,349,82,81,297,234,35,79,76.0,74,87,188.0,78.9,2.0,10,257,35,25.7,25.7,1000000.0,2020.0,0.0,neutral,0.0
186519,Juan Cala,30,72,Spain,Cádiz CF,CB,Right,294,70,72,293,313,54,70,84.0,79,82,185.4,78.0,5.0,7,488,59,69.7,69.7,900000.0,2017.0,0.0,neutral,0.0
186680,Raúl Fernández,32,70,Spain,UD Las Palmas,GK,Right,91,13,29,94,238,36,47,65.0,32,79,195.6,92.1,3.0,7,945,120,135.0,135.0,200000.0,2018.0,0.0,neutral,0.0
186684,Kiko Olivas,31,75,Spain,Real Valladolid CF,CB,Right,300,73,74,259,264,48,62,79.0,78,79,185.4,79.8,5.0,3,404,53,134.7,134.7,1000000.0,2017.0,0.0,neutral,0.0
187324,Maurício,29,72,Brazil,Lazio,CB,Right,268,71,64,256,314,58,56,83.0,54,80,185.4,82.1,4.0,14,380,40,27.1,27.1,1500000.0,2020.0,0.0,neutral,0.0
187570,Douglas,36,77,Brazil,Vitória Guimarães,GK,Right,85,14,34,94,247,33,53,74.0,41,72,188.0,87.1,9.0,31,1313,202,42.4,42.4,50000.0,2019.0,0.0,neutral,0.0
187572,Thiago Carleto,29,70,Brazil,Al Ittihad,LWB,Left,290,48,66,358,347,72,85,75.0,69,71,177.8,81.2,2.0,2,300,57,150.0,150.0,400000.0,2016.0,0.0,neutral,0.0
187598,Rafael Tolói,29,77,Brazil,Atalanta,CB,Right,246,78,66,303,332,65,75,76.0,56,69,185.4,74.8,8.0,15,324,58,21.6,21.6,15000000.0,2015.0,0.0,neutral,0.0
187688,Ganso,28,75,Brazil,Amiens SC,CAM,Left,361,56,81,398,259,36,77,29.0,56,67,182.9,78.0,4.0,5,321,72,64.2,64.2,800000.0,2018.0,0.0,neutral,0.0
187896,Wanderson,33,66,Brazil,Helsingborgs IF,CAM,Right,321,64,67,331,302,57,73,50.0,60,62,180.3,74.8,1.0,15,769,117,51.3,51.3,175000.0,2015.0,0.0,neutral,0.0
187961,Paulinho,31,83,Brazil,Guangzhou Evergrande Taobao FC,CM,Right,393,85,82,382,385,74,83,92.0,92,82,182.9,79.8,4.0,68,4445,598,65.4,65.4,500000.0,2021.0,0.0,neutral,0.0
188177,Douglas,32,64,Netherlands,FC Würzburger Kickers,CB,Right,230,68,53,202,228,42,67,58.0,29,79,193.0,94.8,1.0,31,1313,202,42.4,42.4,1500000.0,2020.0,0.0,neutral,0.0
188234,Felipe,33,67,Brazil,Hannover 96,CB,Left,231,70,62,241,235,32,76,66.0,33,85,193.0,89.8,9.0,14,280,34,20.0,20.0,1500000.0,2020.0,0.0,neutral,0.0
188313,Diogo Viana,30,75,Portugal,SC Braga,RWB,Right,313,56,72,373,395,83,77,57.0,70,56,175.3,68.9,2.0,2,59,6,29.5,29.5,300000.0,2020.0,0.0,neutral,0.0
188370,Wallace,31,73,Brazil,Göztepe SK,CB,Right,302,73,68,248,243,34,62,84.0,40,76,185.4,76.2,2.0,16,444,64,27.8,27.8,2500000.0,2020.0,0.0,neutral,0.0
188840,Miguel Lopes,33,75,Portugal,Kayserispor,RB,Right,302,65,70,328,358,77,70,71.0,82,75,182.9,83.0,2.0,15,352,60,23.5,23.5,100000.0,2017.0,0.0,neutral,0.0
188930,Laure,35,71,Spain,AD Alcorcón,RB,Right,294,57,69,297,371,72,68,67.0,74,63,170.2,68.0,4.0,2,82,12,41.0,41.0,100000.0,2017.0,0.0,neutral,0.0
189118,Thiago Cionek,34,70,Poland,SPAL,CB,Right,211,66,54,210,302,61,31,92.0,54,78,182.9,79.8,2.0,5,121,22,24.2,24.2,250000.0,2017.0,0.0,neutral,0.0
189136,Álex Cruz,28,62,Spain,UE Llagostera,LB,Left,242,56,55,239,326,76,63,63.0,82,58,177.8,68.9,2.0,1,67,9,67.0,67.0,150000.0,2013.0,0.0,neutral,0.0
189211,Saúl Berjón,34,73,Spain,Real Oviedo,LM,Right,337,45,74,366,381,77,76,62.0,68,75,177.8,83.9,6.0,3,104,14,34.7,34.7,100000.0,2016.0,0.0,neutral,0.0
189303,Nélson Oliveira,28,75,Portugal,AEK Athens,ST,Right,358,72,70,317,345,65,78,66.0,69,79,185.4,82.1,2.0,14,519,75,37.1,37.1,2000000.0,2019.0,0.0,neutral,0.0
189468,Daniel Candeias,32,72,Portugal,Gençlerbirliği SK,RM,Right,322,55,71,351,374,76,66,59.0,86,76,177.8,78.0,2.0,5,67,14,13.4,13.4,500000.0,2017.0,0.0,neutral,0.0
189505,Pedro,32,80,Spain,Roma,RW,Right,357,55,79,372,389,78,77,66.0,62,40,170.2,67.1,3.0,21,731,137,34.8,34.8,5000000.0,2021.0,0.0,neutral,0.0
193757,Edu Ramos,28,70,Spain,Cádiz CF,CDM,Right,250,34,76,297,340,63,66,53.0,78,72,175.3,77.1,3.0,2,123,27,61.5,61.5,300000.0,2020.0,0.0,neutral,0.0
193839,Rômulo,32,75,Italy,Brescia,RM,Right,321,56,75,364,396,83,72,65.0,88,64,177.8,72.1,4.0,7,615,102,87.9,87.9,300000.0,2021.0,0.0,neutral,0.0
185000,Thiago Neves,29,77,Brazil,Al Hilal,CAM,Left,369,73,78,388,361,73,84,83.0,83,63,182.9,69.9,3.0,1,7,2,7.0,7.0,600000.0,2009.0,0.0,neutral,0.0
198240,Raúl Carnero,31,73,Spain,Real Valladolid CF,LB,Left,322,61,72,350,348,64,72,76.0,91,67,180.3,73.9,3.0,6,359,42,59.8,59.8,600000.0,2020.0,0.0,neutral,0.0
198513,Cláudio Ramos,28,77,Portugal,FC Porto,GK,Right,80,21,25,87,314,55,49,76.0,44,77,182.9,78.0,4.0,3,111,12,37.0,37.0,1500000.0,2020.0,0.0,neutral,0.0
198614,Raúl Navas,32,73,Spain,CA Osasuna,CB,Right,270,76,68,244,245,37,72,76.0,30,73,185.4,83.9,2.0,9,755,82,83.9,83.9,300000.0,2020.0,0.0,neutral,0.0
